experiment	metric	value
1	val_pr_auc	0.09506383057788861
1	val_logloss	0.6726174753541379
1	val_brier	0.2401530617027183
1	val_lift_top10	1.6679476231141472
1	val_best_threshold	0.56
1	val_f1_at_best	0.16301767343708784
1	wall_seconds	0.9477212429046631
1	min_proba_std	0.09931407103182911
1	model_path	models/best_1_0.6255.pkl
2	val_pr_auc	0.09206663160061193
2	val_logloss	0.232177144340661
2	val_brier	0.05930710332292658
2	val_lift_top10	1.5745425562197553
2	val_best_threshold	0.06999999999999999
2	val_f1_at_best	0.15546875
2	wall_seconds	25.423635005950928
2	min_proba_std	0.02333752486653021
2	model_path	models/best_2_0.6255.pkl
3	val_pr_auc	0.10822253405853316
3	val_logloss	0.6318874940305033
3	val_brier	0.2225610042948723
3	val_lift_top10	2.0415678906917165
3	val_best_threshold	0.5800000000000001
3	val_f1_at_best	0.1814214463840399
3	wall_seconds	1.2773380279541016
3	min_proba_std	0.1413117257686524
3	model_path	models/best_3_0.6629.pkl
4	val_pr_auc	0.0927214919391137
4	val_logloss	0.23238511262091388
4	val_brier	0.05927873158313515
4	val_lift_top10	1.7613526900085397
4	val_best_threshold	0.06999999999999999
4	val_f1_at_best	0.15934504792332269
4	wall_seconds	39.99710178375244
4	min_proba_std	0.02266192857990294
5	val_pr_auc	0.09716453317419846
5	val_logloss	0.22911146543548958
5	val_brier	0.05896027538702885
5	val_lift_top10	1.788039851978366
5	val_best_threshold	0.09
5	val_f1_at_best	0.17071175347695663
5	wall_seconds	22.858094692230225
5	min_proba_std	0.029561614309461685
6	val_pr_auc	0.10813572645040026
6	val_logloss	0.6320329896452235
6	val_brier	0.2226807938076657
6	val_lift_top10	2.0015371477369768
6	val_best_threshold	0.5700000000000001
6	val_f1_at_best	0.1811320754716981
6	wall_seconds	0.9037058353424072
6	min_proba_std	0.14249513162205493
6	model_path	models/best_6_0.6643.pkl
