family	rung	repeat	fold	metric	value	note
anchor_lda4	45	7	2	val_auc	0.99	
anchor_lda4	45	7	2	val_pr_auc	0.9909090909090909	
anchor_lda4	45	7	2	val_accuracy	0.95	
anchor_lda4	45	7	2	val_f1	0.9523809523809523	
anchor_lda4	45	7	2	cal_intercept	-0.9789874787884987	
anchor_lda4	45	7	2	cal_slope	0.8510185466426123	
anchor_lda4	45	7	3	val_logloss	0.06997067667211293	
anchor_lda4	45	7	3	val_auc	1.0	
anchor_lda4	45	7	3	val_pr_auc	1.0000000000000002	
anchor_lda4	45	7	3	val_accuracy	0.95	
anchor_lda4	45	7	3	val_f1	0.9473684210526315	
anchor_lda4	45	7	3	cal_intercept	-6.79305167073642	
anchor_lda4	45	7	3	cal_slope	13.466613271499071	
anchor_lda4	45	8	0	val_logloss	0.019522919218149273	
anchor_lda4	45	8	0	val_auc	1.0	
anchor_lda4	45	8	0	val_pr_auc	0.9999999999999999	
anchor_lda4	45	8	0	val_accuracy	1.0	
anchor_lda4	45	8	0	val_f1	1.0	
anchor_lda4	45	8	0	cal_intercept	2.715983094634509	
anchor_lda4	45	8	0	cal_slope	3.7807861219049306	
anchor_lda4	45	8	1	val_logloss	0.06423058515682253	
anchor_lda4	45	8	1	val_auc	1.0	
anchor_lda4	45	8	1	val_pr_auc	0.9999999999999999	
anchor_lda4	45	8	1	val_accuracy	1.0	
anchor_lda4	45	8	1	val_f1	1.0	
anchor_lda4	45	8	1	cal_intercept	4.811765797107517	
