trial	params_json	primary_metric	wall_seconds	status	error
1	{"seed":0}	0.027337	0.017	ok	
2	{"seed":1}	0.027337	0.003	ok	
3	{"seed":2}	0.027337	0.004	ok	
4	{"seed":3}	0.027337	0.004	ok	
5	{"seed":4}	0.027337	0.004	ok	
