trial	params_json	primary_metric	wall_seconds	status	error
91	{"family":"anchor_lda4","fold":2,"repeat":3,"rung":30}	0.054902	0.006	ok	
92	{"family":"anchor_lda4","fold":3,"repeat":3,"rung":30}	0.074978	0.007	ok	
93	{"family":"anchor_lda4","fold":0,"repeat":4,"rung":30}	0.015838	0.006	ok	
94	{"family":"anchor_lda4","fold":1,"repeat":4,"rung":30}	0.033647	0.007	ok	
95	{"family":"anchor_lda4","fold":2,"repeat":4,"rung":30}	0.049582	0.006	ok	
96	{"family":"anchor_lda4","fold":3,"repeat":4,"rung":30}	0.000795	0.006	ok	
97	{"family":"anchor_lda4","fold":0,"repeat":5,"rung":30}	0.022386	0.007	ok	
98	{"family":"anchor_lda4","fold":1,"repeat":5,"rung":30}	0.025163	0.007	ok	
99	{"family":"anchor_lda4","fold":2,"repeat":5,"rung":30}	0.042427	0.007	ok	
100	{"family":"anchor_lda4","fold":3,"repeat":5,"rung":30}	0.028193	0.006	ok	
101	{"family":"anchor_lda4","fold":0,"repeat":6,"rung":30}	0.003546	0.006	ok	
102	{"family":"anchor_lda4","fold":1,"repeat":6,"rung":30}	0.098653	0.006	ok	
103	{"family":"anchor_lda4","fold":2,"repeat":6,"rung":30}	0.002307	0.006	ok	
104	{"family":"anchor_lda4","fold":3,"repeat":6,"rung":30}	0.065841	0.006	ok	
105	{"family":"anchor_lda4","fold":0,"repeat":7,"rung":30}	0.053095	0.007	ok	
106	{"family":"anchor_lda4","fold":1,"repeat":7,"rung":30}	0.033466	0.006	ok	
107	{"family":"anchor_lda4","fold":2,"repeat":7,"rung":30}	0.043448	0.006	ok	
108	{"family":"anchor_lda4","fold":3,"repeat":7,"rung":30}	0.029218	0.007	ok	
109	{"family":"anchor_lda4","fold":0,"repeat":8,"rung":30}	0.004241	0.042	ok	
110	{"family":"anchor_lda4","fold":1,"repeat":8,"rung":30}	0.006036	0.007	ok	
111	{"family":"anchor_lda4","fold":2,"repeat":8,"rung":30}	0.077287	0.006	ok	
112	{"family":"anchor_lda4","fold":3,"repeat":8,"rung":30}	0.022964	0.007	ok	
113	{"family":"anchor_lda4","fold":0,"repeat":9,"rung":30}	0.002659	0.007	ok	
114	{"family":"anchor_lda4","fold":1,"repeat":9,"rung":30}	0.107641	0.007	ok	
115	{"family":"anchor_lda4","fold":2,"repeat":9,"rung":30}	0.047457	0.007	ok	
116	{"family":"anchor_lda4","fold":3,"repeat":9,"rung":30}	0.003700	0.006	ok	
117	{"family":"anchor_lda4","fold":0,"repeat":10,"rung":30}	0.030444	0.006	ok	
118	{"family":"anchor_lda4","fold":1,"repeat":10,"rung":30}	0.000027	0.006	ok	
119	{"family":"anchor_lda4","fold":2,"repeat":10,"rung":30}	0.084956	0.006	ok	
120	{"family":"anchor_lda4","fold":3,"repeat":10,"rung":30}	0.126165	0.007	ok	
121	{"family":"anchor_lda4","fold":0,"repeat":1,"rung":20}	0.055045	0.008	ok	
122	{"family":"anchor_lda4","fold":1,"repeat":1,"rung":20}	0.025108	0.007	ok	
123	{"family":"anchor_lda4","fold":2,"repeat":1,"rung":20}	0.006464	0.007	ok	
124	{"family":"anchor_lda4","fold":3,"repeat":1,"rung":20}	0.000951	0.007	ok	
125	{"family":"anchor_lda4","fold":0,"repeat":2,"rung":20}	0.095862	0.006	ok	
126	{"family":"anchor_lda4","fold":1,"repeat":2,"rung":20}	0.001315	0.007	ok	
127	{"family":"anchor_lda4","fold":2,"repeat":2,"rung":20}	0.225745	0.006	ok	
128	{"family":"anchor_lda4","fold":3,"repeat":2,"rung":20}	0.001232	0.006	ok	
129	{"family":"anchor_lda4","fold":0,"repeat":3,"rung":20}	0.000246	0.006	ok	
130	{"family":"anchor_lda4","fold":1,"repeat":3,"rung":20}	0.009379	0.007	ok	
131	{"family":"anchor_lda4","fold":2,"repeat":3,"rung":20}	0.105837	0.007	ok	
132	{"family":"anchor_lda4","fold":3,"repeat":3,"rung":20}	0.061221	0.007	ok	
133	{"family":"anchor_lda4","fold":0,"repeat":4,"rung":20}	0.014797	0.007	ok	
134	{"family":"anchor_lda4","fold":1,"repeat":4,"rung":20}	0.048775	0.006	ok	
135	{"family":"anchor_lda4","fold":2,"repeat":4,"rung":20}	0.054032	0.006	ok	
136	{"family":"anchor_lda4","fold":3,"repeat":4,"rung":20}	0.000075	0.006	ok	
137	{"family":"anchor_lda4","fold":0,"repeat":5,"rung":20}	0.041577	0.007	ok	
138	{"family":"anchor_lda4","fold":1,"repeat":5,"rung":20}	0.024885	0.007	ok	
139	{"family":"anchor_lda4","fold":2,"repeat":5,"rung":20}	0.049164	0.006	ok	
140	{"family":"anchor_lda4","fold":3,"repeat":5,"rung":20}	0.038192	0.006	ok	
141	{"family":"anchor_lda4","fold":0,"repeat":6,"rung":20}	0.010974	0.006	ok	
142	{"family":"anchor_lda4","fold":1,"repeat":6,"rung":20}	0.119890	0.006	ok	
143	{"family":"anchor_lda4","fold":2,"repeat":6,"rung":20}	0.012872	0.006	ok	
144	{"family":"anchor_lda4","fold":3,"repeat":6,"rung":20}	0.088441	0.006	ok	
145	{"family":"anchor_lda4","fold":0,"repeat":7,"rung":20}	0.056686	0.006	ok	
146	{"family":"anchor_lda4","fold":1,"repeat":7,"rung":20}	0.033620	0.006	ok	
147	{"family":"anchor_lda4","fold":2,"repeat":7,"rung":20}	0.060299	0.006	ok	
148	{"family":"anchor_lda4","fold":3,"repeat":7,"rung":20}	0.025065	0.006	ok	
149	{"family":"anchor_lda4","fold":0,"repeat":8,"rung":20}	0.004021	0.007	ok	
150	{"family":"anchor_lda4","fold":1,"repeat":8,"rung":20}	0.036324	0.007	ok	
151	{"family":"anchor_lda4","fold":2,"repeat":8,"rung":20}	0.074156	0.007	ok	
152	{"family":"anchor_lda4","fold":3,"repeat":8,"rung":20}	0.029375	0.007	ok	
153	{"family":"anchor_lda4","fold":0,"repeat":9,"rung":20}	0.000215	0.007	ok	
154	{"family":"anchor_lda4","fold":1,"repeat":9,"rung":20}	0.082329	0.008	ok	
155	{"family":"anchor_lda4","fold":2,"repeat":9,"rung":20}	0.073862	0.007	ok	
156	{"family":"anchor_lda4","fold":3,"repeat":9,"rung":20}	0.017332	0.008	ok	
157	{"family":"anchor_lda4","fold":0,"repeat":10,"rung":20}	0.006114	0.007	ok	
158	{"family":"anchor_lda4","fold":1,"repeat":10,"rung":20}	0.000640	0.006	ok	
159	{"family":"anchor_lda4","fold":2,"repeat":10,"rung":20}	0.117417	0.006	ok	
160	{"family":"anchor_lda4","fold":3,"repeat":10,"rung":20}	0.161063	0.006	ok	
161	{"family":"anchor_lda4","fold":0,"repeat":1,"rung":12}	0.058122	0.008	ok	
162	{"family":"anchor_lda4","fold":1,"repeat":1,"rung":12}	0.056316	0.007	ok	
163	{"family":"anchor_lda4","fold":2,"repeat":1,"rung":12}	0.031989	0.007	ok	
164	{"family":"anchor_lda4","fold":3,"repeat":1,"rung":12}	0.000262	0.006	ok	
165	{"family":"anchor_lda4","fold":0,"repeat":2,"rung":12}	0.162038	0.006	ok	
166	{"family":"anchor_lda4","fold":1,"repeat":2,"rung":12}	0.025083	0.007	ok	
167	{"family":"anchor_lda4","fold":2,"repeat":2,"rung":12}	0.191005	0.007	ok	
168	{"family":"anchor_lda4","fold":3,"repeat":2,"rung":12}	0.002437	0.007	ok	
169	{"family":"anchor_lda4","fold":0,"repeat":3,"rung":12}	0.005082	0.007	ok	
170	{"family":"anchor_lda4","fold":1,"repeat":3,"rung":12}	0.011159	0.007	ok	
171	{"family":"anchor_lda4","fold":2,"repeat":3,"rung":12}	0.050699	0.006	ok	
172	{"family":"anchor_lda4","fold":3,"repeat":3,"rung":12}	0.141629	0.007	ok	
173	{"family":"anchor_lda4","fold":0,"repeat":4,"rung":12}	0.032092	0.006	ok	
174	{"family":"anchor_lda4","fold":1,"repeat":4,"rung":12}	0.045679	0.007	ok	
175	{"family":"anchor_lda4","fold":2,"repeat":4,"rung":12}	0.056398	0.006	ok	
176	{"family":"anchor_lda4","fold":3,"repeat":4,"rung":12}	0.000533	0.006	ok	
177	{"family":"anchor_lda4","fold":0,"repeat":5,"rung":12}	0.040808	0.006	ok	
178	{"family":"anchor_lda4","fold":1,"repeat":5,"rung":12}	0.065343	0.007	ok	
179	{"family":"anchor_lda4","fold":2,"repeat":5,"rung":12}	0.090814	0.007	ok	
180	{"family":"anchor_lda4","fold":3,"repeat":5,"rung":12}	0.038869	0.006	ok	
181	{"family":"anchor_lda4","fold":0,"repeat":6,"rung":12}	0.011232	0.006	ok	
182	{"family":"anchor_lda4","fold":1,"repeat":6,"rung":12}	0.103824	0.006	ok	
183	{"family":"anchor_lda4","fold":2,"repeat":6,"rung":12}	0.019190	0.007	ok	
184	{"family":"anchor_lda4","fold":3,"repeat":6,"rung":12}	0.251719	0.006	ok	
185	{"family":"anchor_lda4","fold":0,"repeat":7,"rung":12}	0.050128	0.007	ok	
186	{"family":"anchor_lda4","fold":1,"repeat":7,"rung":12}	0.008426	0.007	ok	
187	{"family":"anchor_lda4","fold":2,"repeat":7,"rung":12}	0.097448	0.007	ok	
