dgp	n	model	k_effective	irr	bias2	var	total	check_abs_err	mc_se
G2-irrelevant-dims	60	hgbt	100	0.11441717663835616	0.0014614484337392751	0.056453848628588266	0.17233247370068366	2.7755575615628914e-17	0.0015593903356517491
G2-irrelevant-dims	120	lda	100	0.11441717663835616	0.0007544280986939668	0.02929800500715088	0.14446960974420098	2.7755575615628914e-17	0.001053253634838249
G2-irrelevant-dims	120	slda	100	0.11441717663835616	0.0004000765112043645	0.012390151735306817	0.12720740488486734	0.0	0.0005271823177511126
G2-irrelevant-dims	120	qda	100	0.11441717663835616	0.010500574196897228	0.08978498476569585	0.21470273560094924	0.0	0.0015941290434834873
G2-irrelevant-dims	120	logit_l2	100	0.11441717663835616	0.0020464803827474403	0.026324732476012896	0.1427883894971165	2.7755575615628914e-17	0.0011334119194208537
G2-irrelevant-dims	120	svm_rbf_platt	100	0.11441717663835616	0.014109623849372572	0.024357105309644824	0.15288390579737357	2.7755575615628914e-17	0.0008050768672606179
G2-irrelevant-dims	120	hgbt	100	0.11441717663835616	0.0010093033689428875	0.03682152705498491	0.15224800706228395	2.7755575615628914e-17	0.0008262236467476957
G2-irrelevant-dims	500	lda	100	0.11441717663835616	8.143855036244152e-05	0.006001925052927373	0.12050054024164598	1.3877787807814457e-17	0.00019017736830674334
G2-irrelevant-dims	500	slda	100	0.11441717663835616	4.921913462974739e-05	0.003086310648632823	0.11755270642161873	1.3877787807814457e-17	0.00011041811891900692
G2-irrelevant-dims	500	qda	100	0.11441717663835616	0.0013054227367469621	0.024565305690373705	0.1402879050654768	0.0	0.0003404631350328348
G2-irrelevant-dims	500	logit_l2	100	0.11441717663835616	0.00014929051362244037	0.0063814225769381625	0.12094788972891678	1.3877787807814457e-17	0.00019844452258471006
G2-irrelevant-dims	500	svm_rbf_platt	100	0.11441717663835616	0.00429922426441687	0.013384852117187282	0.1321012530199603	0.0	0.00027321345595863767
G2-irrelevant-dims	500	hgbt	100	0.11441717663835616	0.0001858146553159001	0.012513421247720088	0.12711641254139214	0.0	0.0002210243086352866
G3-unequal-cov	8	lda	100	0.1658365957533628	0.027319316471221107	0.06419948051519903	0.2573553927397829	0.0	0.005101125330279954
G3-unequal-cov	8	slda	100	0.1658365957533628	0.028831392849971132	0.0669442743516205	0.2616122629549544	5.551115123125783e-17	0.005837016671259065
G3-unequal-cov	8	qda	100	0.1658365957533628	0.009874278732349584	0.07775307365843184	0.25346394814414425	5.551115123125783e-17	0.005002420741000759
G3-unequal-cov	8	logit_l2	100	0.1658365957533628	0.039907458927427183	0.027387206031218803	0.23313126071200876	2.7755575615628914e-17	0.0036651678854050297
G3-unequal-cov	8	svm_rbf_platt	100	0.1658365957533628	0.07024697330499105	0.03185986366485234	0.26794343272320625	5.551115123125783e-17	0.00523259224957579
G3-unequal-cov	8	hgbt	100	0.1658365957533628	0.0841634042466372	0.0	0.25	0.0	0.0
G3-unequal-cov	12	lda	100	0.1658365957533628	0.029569451798453262	0.046671563362857056	0.24207761091467306	5.551115123125783e-17	0.0038441414765826368
G3-unequal-cov	12	slda	100	0.1658365957533628	0.03178159016596825	0.049883144513336385	0.2475013304326674	5.551115123125783e-17	0.00432127267556944
G3-unequal-cov	12	qda	100	0.1658365957533628	0.007185892631336241	0.056680276692305284	0.2297027650770043	2.7755575615628914e-17	0.0037300317168256214
G3-unequal-cov	12	logit_l2	100	0.1658365957533628	0.03812292722005619	0.02378042804307548	0.22773995101649444	2.7755575615628914e-17	0.002651556108301786
