trial	params_json	primary_metric	wall_seconds	status	error
1	{"seed":1}	1.000000	0.105	ok	
2	{"seed":2}	1.000000	0.123	ok	
3	{"seed":3}	1.000000	0.090	ok	
4	{"seed":4}	1.000000	0.089	ok	
5	{"seed":5}	1.000000	0.093	ok	
