experiment	track	path	metric	primary_name	metric_goal	sha256	available	created_utc
E0001	primary	models/best_primary_E0001_0.0294419_8b1092a59995.joblib	0.029441922230421368	val_brier	lower	b34b27a2b1d62977aa47ca9f5317e52538873a467ec305be9063fe695031591c	true	2026-08-25T07:54:52.820736+00:00
