trial	params_json	primary_metric	wall_seconds	status	error
66	{"draw":10,"family":"knn7","seed":20260828010}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
67	{"draw":10,"family":"svm_rbf","seed":20260828010}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
68	{"draw":10,"family":"hgbt","seed":20260828010}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
69	{"draw":10,"family":"lda_petal","seed":20260828010}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
70	{"draw":10,"family":"lda_sepal","seed":20260828010}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
71	{"draw":11,"family":"anchor_lda4","seed":20260828011}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
72	{"draw":11,"family":"logit","seed":20260828011}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
73	{"draw":11,"family":"knn7","seed":20260828011}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
74	{"draw":11,"family":"svm_rbf","seed":20260828011}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
75	{"draw":11,"family":"hgbt","seed":20260828011}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
76	{"draw":11,"family":"lda_petal","seed":20260828011}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
77	{"draw":11,"family":"lda_sepal","seed":20260828011}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
78	{"draw":12,"family":"anchor_lda4","seed":20260828012}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
79	{"draw":12,"family":"logit","seed":20260828012}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
80	{"draw":12,"family":"knn7","seed":20260828012}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
81	{"draw":12,"family":"svm_rbf","seed":20260828012}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
82	{"draw":12,"family":"hgbt","seed":20260828012}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
83	{"draw":12,"family":"lda_petal","seed":20260828012}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
